"Reactive Agent","Deep Learning Agent"
"-39.0","3635.0"
"-40.0","3635.0"
"-41.0","3635.0"
"-42.0","3635.0"
"-43.0","3635.0"
"-44.0","3635.0"
"-45.0","3635.0"
"-46.0","3635.0"
"-47.0","3635.0"
"-48.0","3635.0"
"-49.0","3634.0"
"-50.0","3634.0"
"-51.0","3633.0"
"-52.0","3633.0"
"-53.0","3633.0"
"-54.0","3633.0"
"-55.0","3633.0"
"-56.0","3633.0"
"-57.0","3633.0"
"-58.0","3633.0"
"-59.0","3633.0"
"-60.0","3633.0"
"-61.0","3633.0"
"-62.0","3633.0"
"-63.0","3633.0"
"-64.0","3633.0"
"-65.0","3633.0"
"-66.0","3633.0"
"-67.0","3633.0"
"-68.0","3633.0"
"-69.0","3633.0"
"-70.0","3632.0"
"-71.0","3631.0"
"-72.0","3630.0"
"-73.0","3629.0"
"-74.0","3628.0"
"-75.0","3627.0"
"-76.0","3626.0"
"-77.0","3625.0"
"-78.0","3624.0"
"-79.0","3623.0"
"-80.0","3623.0"
"-81.0","3623.0"
"-82.0","3623.0"
"-83.0","3623.0"
"-84.0","3623.0"
"-85.0","3623.0"
"-86.0","3623.0"
"-87.0","3623.0"
"-88.0","3622.0"
"-89.0","3622.0"
"-90.0","3622.0"
"-91.0","3622.0"
"-92.0","3622.0"
"-93.0","3621.0"
"-94.0","3620.0"
"-95.0","3619.0"
"-96.0","3618.0"
"-97.0","3617.0"
"-98.0","3616.0"
"-99.0","3615.0"
"-100.0","3614.0"
"-101.0","3613.0"
"-102.0","3613.0"
"-103.0","3613.0"
"-104.0","3613.0"
"-105.0","3613.0"
"-106.0","3613.0"
"-107.0","3613.0"
"-108.0","3613.0"
"-109.0","3613.0"
"-110.0","3613.0"
"-111.0","3613.0"
"-112.0","3613.0"
"-113.0","3613.0"
"-114.0","3613.0"
"-115.0","3613.0"
"-116.0","3613.0"
"-117.0","3613.0"
"-118.0","3613.0"
"-119.0","3612.0"
"-120.0","3611.0"
"-121.0","3610.0"
"-122.0","3610.0"
"-123.0","3610.0"
"-124.0","3610.0"
"-125.0","3610.0"
"-126.0","3610.0"
"-127.0","3609.0"
"-128.0","3608.0"
"-129.0","3607.0"
"-130.0","3606.0"
"-131.0","3605.0"
"-132.0","3604.0"
"-133.0","3603.0"
"-134.0","3602.0"
"-135.0","3601.0"
"-136.0","3600.0"
"-137.0","3599.0"
"-138.0","3598.0"
"-139.0","3597.0"
"-140.0","3596.0"
"-141.0","3595.0"
"-142.0","3594.0"
"-143.0","3593.0"
"-144.0","3593.0"
"-145.0","3592.0"
"-146.0","3591.0"
"-147.0","3590.0"
"-148.0","3589.0"
"-149.0","3588.0"
"-150.0","3587.0"
"-151.0","3586.0"
"-152.0","3585.0"
"-153.0","3584.0"
"-154.0","3583.0"
"-155.0","3583.0"
"-156.0","3583.0"
"-157.0","3583.0"
"-158.0","3583.0"
"-159.0","3582.0"
"-160.0","3582.0"
"-161.0","3582.0"
"-162.0","3582.0"
"-163.0","3582.0"
"-164.0","3582.0"
"-165.0","3582.0"
"-166.0","3582.0"
"-167.0","3582.0"
"-168.0","3582.0"
"-169.0","3582.0"
"-170.0","3582.0"
"-171.0","3582.0"
"-172.0","3582.0"
"-173.0","3582.0"
"-174.0","3582.0"
"-175.0","3582.0"
"-176.0","3582.0"
"-177.0","3582.0"
"-178.0","3582.0"
"-179.0","3582.0"
"-180.0","3682.0"
"-181.0","3682.0"
"-182.0","3681.0"
"-183.0","3681.0"
"-184.0","3681.0"
"-185.0","3681.0"
"-186.0","3681.0"
"-187.0","3681.0"
"-188.0","3680.0"
"-189.0","3679.0"
"-190.0","3679.0"
"-191.0","3779.0"
"-192.0","3779.0"
"-193.0","3778.0"
"-194.0","3777.0"
"-195.0","3776.0"
"-196.0","3775.0"
"-197.0","3774.0"
"-198.0","3773.0"
"-199.0","3873.0"
"-200.0","3872.0"
"-201.0","3871.0"
"-202.0","3871.0"
"-203.0","3871.0"
"-204.0","3871.0"
"-205.0","3871.0"
"-206.0","3871.0"
"-207.0","3871.0"
"-208.0","3871.0"
"-209.0","3871.0"
"-210.0","3870.0"
"-211.0","3970.0"
"-212.0","3969.0"
"-213.0","4069.0"
"-214.0","4068.0"
"-215.0","4067.0"
"-216.0","4066.0"
"-217.0","4065.0"
"-218.0","4165.0"
"-219.0","4164.0"
"-220.0","4163.0"
"-221.0","4162.0"
"-222.0","4262.0"
"-223.0","4261.0"
"-224.0","4260.0"
"-225.0","4259.0"
"-226.0","4258.0"
"-227.0","4257.0"
"-228.0","4256.0"
"-229.0","4255.0"
"-230.0","4254.0"
"-231.0","4253.0"
"-232.0","4252.0"
"-233.0","4352.0"
"-234.0","4351.0"
"-235.0","4350.0"
"-236.0","4349.0"
"-237.0","4449.0"
"-238.0","4448.0"
"-239.0","4447.0"
"-240.0","4446.0"
"-241.0","4546.0"
"-242.0","4545.0"
"-243.0","4544.0"
"-244.0","4543.0"
"-245.0","4542.0"
"-246.0","4541.0"
"-247.0","4540.0"
"-248.0","4539.0"
"-249.0","4538.0"
"-250.0","4537.0"
"-251.0","4536.0"
"-252.0","4636.0"
"-253.0","4636.0"
"-254.0","4736.0"
"-255.0","4735.0"
"-256.0","4735.0"
"-257.0","4734.0"
"-258.0","4734.0"
"-259.0","4734.0"
"-260.0","4734.0"
"-261.0","4734.0"
"-262.0","4734.0"
"-263.0","4734.0"
"-264.0","4734.0"
"-265.0","4734.0"
"-266.0","4734.0"
"-267.0","4734.0"
"-268.0","4734.0"
"-269.0","4734.0"
"-270.0","4734.0"
"-271.0","4734.0"
"-272.0","4734.0"
"-273.0","4734.0"
"-274.0","4734.0"
"-275.0","4734.0"
"-276.0","4734.0"
"-277.0","4834.0"
"-278.0","4833.0"
"-279.0","4832.0"
"-280.0","4831.0"
"-281.0","4830.0"
"-282.0","4829.0"
"-283.0","4828.0"
"-284.0","4827.0"
"-285.0","4927.0"
"-286.0","4926.0"
"-287.0","4925.0"
"-288.0","4924.0"
"-289.0","4923.0"
"-290.0","4922.0"
"-291.0","4921.0"
"-292.0","4920.0"
"-293.0","4919.0"
"-294.0","4918.0"
"-295.0","4917.0"
"-296.0","4916.0"
"-297.0","4915.0"
"-298.0","4914.0"
"-299.0","4913.0"
"-300.0","4912.0"
"-301.0","4911.0"
"-302.0","4910.0"
"-303.0","4909.0"
"-304.0","4908.0"
"-305.0","4907.0"
"-306.0","4906.0"
"-307.0","4905.0"
"-308.0","4904.0"
"-309.0","4903.0"
"-310.0","5003.0"
"-311.0","5002.0"
"-312.0","5001.0"
"-313.0","5000.0"
"-314.0","5100.0"
"-315.0","5200.0"
"-316.0","5199.0"
"-317.0","5198.0"
"-318.0","5197.0"
"-319.0","5196.0"
"-320.0","5195.0"
"-321.0","5295.0"
"-322.0","5294.0"
"-323.0","5293.0"
"-324.0","5292.0"
"-325.0","5291.0"
"-326.0","5290.0"
"-327.0","5289.0"
"-328.0","5288.0"
"-329.0","5287.0"
"-330.0","5286.0"
"-331.0","5285.0"
"-332.0","5284.0"
"-333.0","5283.0"
"-334.0","5282.0"
"-335.0","5382.0"
"-336.0","5381.0"
"-337.0","5481.0"
"-338.0","5480.0"
"-339.0","5479.0"
"-340.0","5478.0"
"-341.0","5477.0"
"-342.0","5476.0"
"-343.0","5476.0"
"-344.0","5476.0"
"-345.0","5475.0"
"-346.0","5474.0"
"-347.0","5473.0"
"-348.0","5472.0"
"-349.0","5471.0"
"-350.0","5470.0"
"-351.0","5570.0"
"-352.0","5569.0"
"-353.0","5568.0"
"-354.0","5567.0"
"-355.0","5566.0"
"-356.0","5565.0"
"-357.0","5564.0"
"-358.0","5563.0"
"-359.0","5562.0"
"-360.0","5561.0"
"-361.0","5560.0"
"-362.0","5559.0"
"-363.0","5558.0"
"-364.0","5557.0"
"-365.0","5556.0"
"-366.0","5556.0"
"-367.0","5556.0"
"-368.0","5555.0"
"-369.0","5554.0"
"-370.0","5553.0"
"-371.0","5552.0"
"-372.0","5551.0"
"-373.0","5651.0"
"-374.0","5650.0"
"-375.0","5649.0"
"-376.0","5648.0"
"-377.0","5647.0"
"-378.0","5646.0"
"-379.0","5645.0"
"-380.0","5644.0"
"-381.0","5643.0"
"-382.0","5642.0"
"-383.0","5641.0"
"-384.0","5640.0"
"-385.0","5639.0"
"-386.0","5638.0"
"-387.0","5637.0"
"-388.0","5636.0"
"-389.0","5736.0"
"-390.0","5836.0"
"-391.0","5835.0"
"-392.0","5834.0"
"-393.0","5833.0"
"-394.0","5832.0"
"-395.0","5831.0"
"-396.0","5830.0"
"-397.0","5829.0"
"-398.0","5828.0"
"-399.0","5827.0"
"-400.0","5826.0"
"-401.0","5825.0"
"-402.0","5925.0"
"-403.0","5924.0"
"-404.0","5923.0"
"-405.0","6023.0"
"-406.0","6022.0"
"-407.0","6021.0"
"-408.0","6020.0"
"-409.0","6019.0"
"-410.0","6018.0"
"-411.0","6017.0"
"-412.0","6016.0"
"-413.0","6015.0"
"-414.0","6014.0"
"-415.0","6013.0"
"-416.0","6012.0"
"-417.0","6011.0"
"-418.0","6010.0"
"-419.0","6009.0"
"-420.0","6008.0"
"-421.0","6007.0"
"-422.0","6006.0"
"-423.0","6005.0"
"-424.0","6004.0"
"-425.0","6003.0"
"-426.0","6002.0"
"-427.0","6001.0"
"-428.0","6000.0"
"-429.0","5999.0"
"-430.0","5998.0"
"-431.0","5997.0"
"-432.0","5996.0"
"-433.0","5995.0"
"-434.0","5994.0"
"-435.0","5993.0"
"-436.0","5992.0"
"-437.0","5991.0"
"-438.0","5990.0"
"-439.0","5989.0"
"-440.0","5988.0"
"-441.0","5987.0"
"-442.0","5986.0"
"-443.0","5985.0"
"-444.0","5984.0"
"-445.0","5983.0"
"-446.0","5982.0"
"-447.0","5981.0"
"-448.0","5980.0"
"-449.0","5979.0"
"-450.0","5978.0"
"-451.0","6078.0"
"-452.0","6077.0"
"-453.0","6076.0"
"-454.0","6075.0"
"-455.0","6075.0"
"-456.0","6175.0"
"-457.0","6174.0"
"-458.0","6173.0"
"-459.0","6172.0"
"-460.0","6171.0"
"-461.0","6170.0"
"-462.0","6169.0"
"-463.0","6168.0"
"-464.0","6167.0"
"-465.0","6267.0"
"-466.0","6266.0"
"-467.0","6265.0"
"-468.0","6264.0"
"-469.0","6263.0"
"-470.0","6363.0"
"-471.0","6362.0"
"-472.0","6361.0"
"-473.0","6360.0"
"-474.0","6359.0"
"-475.0","6358.0"
"-476.0","6458.0"
"-477.0","6457.0"
"-478.0","6456.0"
"-479.0","6556.0"
"-480.0","6555.0"
"-481.0","6554.0"
"-482.0","6553.0"
"-483.0","6552.0"
"-484.0","6551.0"
"-485.0","6651.0"
"-486.0","6650.0"
"-487.0","6649.0"
"-488.0","6749.0"
"-489.0","6748.0"
"-490.0","6747.0"
"-491.0","6746.0"
"-492.0","6846.0"
"-493.0","6845.0"
"-494.0","6844.0"
"-495.0","6843.0"
"-496.0","6842.0"
"-497.0","6841.0"
"-498.0","6840.0"
"-499.0","6839.0"
"-500.0","6838.0"
"-501.0","6837.0"
"-502.0","6836.0"
"-503.0","6835.0"
"-504.0","6834.0"
"-505.0","6934.0"
"-506.0","6933.0"
"-507.0","6932.0"
"-508.0","6932.0"
"-509.0","6932.0"
"-510.0","6932.0"
"-511.0","6932.0"
"-512.0","6932.0"
"-513.0","6932.0"
"-514.0","6932.0"
"-515.0","6932.0"
"-516.0","6932.0"
"-517.0","6932.0"
"-518.0","6932.0"
"-519.0","6932.0"
"-520.0","6932.0"
"-521.0","6932.0"
"-522.0","6932.0"
"-523.0","6932.0"
"-524.0","6932.0"
"-525.0","6932.0"
"-526.0","6932.0"
"-527.0","6932.0"
"-528.0","6932.0"
"-529.0","6932.0"
"-530.0","6932.0"
"-531.0","6932.0"
"-532.0","6932.0"
"-533.0","6931.0"
"-534.0","6930.0"
"-535.0","6929.0"
"-536.0","6928.0"
"-537.0","6927.0"
"-538.0","6926.0"
"-539.0","6925.0"
"-540.0","6924.0"
"-541.0","6924.0"
"-542.0","6924.0"
"-543.0","6924.0"
"-544.0","6924.0"
"-545.0","6924.0"
"-546.0","6924.0"
"-547.0","6924.0"
"-548.0","6924.0"
"-549.0","6923.0"
"-550.0","6922.0"
"-551.0","6921.0"
"-552.0","6920.0"
"-553.0","6919.0"
"-554.0","6918.0"
"-555.0","6917.0"
"-556.0","6916.0"
"-557.0","6915.0"
"-558.0","6914.0"
"-559.0","6913.0"
"-560.0","6912.0"
"-561.0","6911.0"
"-562.0","6910.0"
"-563.0","6909.0"
"-564.0","6908.0"
"-565.0","6907.0"
"-566.0","6907.0"
"-567.0","6907.0"
"-568.0","6907.0"
"-569.0","6907.0"
"-570.0","6907.0"
"-571.0","6907.0"
"-572.0","6907.0"
"-573.0","6907.0"
"-574.0","6907.0"
"-575.0","6907.0"
"-576.0","6907.0"
"-577.0","6907.0"
"-578.0","6907.0"
"-579.0","6907.0"
"-580.0","6907.0"
"-581.0","6907.0"
"-582.0","6907.0"
"-583.0","6907.0"
"-584.0","6907.0"
"-585.0","6907.0"
"-586.0","6907.0"
"-587.0","6907.0"
"-588.0","6907.0"
"-589.0","6907.0"
"-590.0","6907.0"
"-591.0","6907.0"
"-592.0","6907.0"
"-593.0","6907.0"
"-594.0","6907.0"
"-595.0","6907.0"
"-596.0","6907.0"
"-597.0","6907.0"
"-598.0","6907.0"
"-599.0","6907.0"
"-600.0","6907.0"
"-601.0","6907.0"
"-602.0","6906.0"
"-603.0","7006.0"
"-604.0","7005.0"
"-605.0","7004.0"
"-606.0","7003.0"
"-607.0","7003.0"
"-608.0","7003.0"
"-609.0","7003.0"
"-610.0","7003.0"
"-611.0","7003.0"
"-612.0","7003.0"
"-613.0","7003.0"
"-614.0","7003.0"
"-615.0","7003.0"
"-616.0","7003.0"
"-617.0","7003.0"
"-618.0","7003.0"
"-619.0","7003.0"
"-620.0","7003.0"
"-621.0","7003.0"
"-622.0","7003.0"
"-623.0","7003.0"
"-624.0","7003.0"
"-625.0","7003.0"
"-626.0","7003.0"
"-627.0","7003.0"
"-628.0","7003.0"
"-629.0","7003.0"
"-630.0","7003.0"
"-631.0","7003.0"
"-632.0","7003.0"
"-633.0","7003.0"
"-634.0","7003.0"
"-635.0","7003.0"
"-636.0","7003.0"
"-637.0","7003.0"
"-638.0","7003.0"
"-639.0","7003.0"
"-640.0","7003.0"
"-641.0","7003.0"
"-642.0","7003.0"
"-643.0","7003.0"
"-644.0","7003.0"
"-645.0","7003.0"
"-646.0","7003.0"
"-647.0","7003.0"
"-648.0","7003.0"
"-649.0","7003.0"
"-650.0","7003.0"
"-651.0","7003.0"
"-652.0","7003.0"
"-653.0","7003.0"
"-654.0","7003.0"
"-655.0","7003.0"
"-656.0","7003.0"
"-657.0","7003.0"
"-658.0","7003.0"
"-659.0","7003.0"
"-660.0","7003.0"
"-661.0","7003.0"
"-662.0","7003.0"
"-663.0","7003.0"
"-664.0","7003.0"
"-665.0","7003.0"
"-666.0","7003.0"
"-667.0","7003.0"
"-668.0","7003.0"
"-669.0","7003.0"
"-670.0","7003.0"
"-671.0","7003.0"
"-672.0","7003.0"
"-673.0","7003.0"
"-674.0","7003.0"
"-675.0","7003.0"
"-676.0","7003.0"
"-677.0","7003.0"
"-678.0","7003.0"
"-679.0","7003.0"
"-680.0","7003.0"
"-681.0","7003.0"
"-682.0","7003.0"
"-683.0","7003.0"
"-684.0","7003.0"
"-685.0","7003.0"
"-686.0","7003.0"
"-687.0","7003.0"
