"Deep Learning Agent (136)","Deep Learning Agent (136)"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"-1.0","0.0"
"-2.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-3.0","0.0"
"-4.0","0.0"
"-5.0","0.0"
"-6.0","0.0"
"-6.0","0.0"
"-6.0","0.0"
"-6.0","0.0"
"-6.0","0.0"
"-6.0","0.0"
"-7.0","0.0"
"-8.0","0.0"
"-9.0","0.0"
"-10.0","0.0"
"-11.0","0.0"
"-12.0","-1.0"
"-12.0","-2.0"
"88.0","-3.0"
"88.0","-4.0"
"87.0","-5.0"
"86.0","-6.0"
"85.0","-7.0"
"84.0","-8.0"
"84.0","-8.0"
"84.0","-8.0"
"84.0","-8.0"
"84.0","-8.0"
"84.0","-8.0"
"84.0","-8.0"
"84.0","-9.0"
